Text#,Type,Issued,Title,Language,Authors,Subjects,LoCC,Bookshelves
367,Text,2008-07-11,The Country of the Pointed Firs,en,"Jewett, Sarah Orne, 1849-1909",Maine -- Fiction; Psychological fiction; Pastoral fiction; Women authors -- Fiction; Authorship -- Fiction; Country life -- Fiction; Seaside resorts -- Fiction; Summer resorts -- Fiction,PS,
368,Text,2008-06-29,Acres of Diamonds: Our Every-day Opportunities,en,"Conwell, Russell H., 1843-1925; Shackleton, Robert, 1860-1923 [Contributor]","Success; Temple University; Conwell, Russell H., 1843-1925",BJ,
369,Text,2008-07-11,The Outlaw of Torn,en,"Burroughs, Edgar Rice, 1875-1950","Historical fiction; Outlaws -- Fiction; Great Britain -- History -- Henry III, 1216-1272 -- Fiction",PS,Science Fiction
370,Text,1995-12-01,The Fortunes and Misfortunes of the Famous Moll Flanders,en,"Defoe, Daniel, 1661?-1731",London (England) -- Fiction; Picaresque literature; Adventure stories; Criminals -- Fiction; Prostitutes -- Fiction; Children of prisoners -- Fiction; British -- Virginia -- Fiction; Women -- England -- Fiction; Repentance -- Fiction; Virginia -- Fiction,PR,
371,Text,1995-12-01,"Literary Blunders: A Chapter in the ""History of Human Error""",en,"Wheatley, Henry B. (Henry Benjamin), 1838-1917","Errors and blunders, Literary",PN,
372,Text,1995-12-01,"Prince Otto, a Romance",en,"Stevenson, Robert Louis, 1850-1894",Nobility -- Fiction; Man-woman relationships -- Fiction,PR,
373,Text,1995-12-01,"Lay Morals, and Other Papers",en,"Stevenson, Robert Louis, 1850-1894; Stevenson, Fanny Van de Grift, 1840-1914 [Author of introduction, etc.]",Essays; Short stories,PR,
374,Text,1995-12-01,Fantastic Fables,en,"Bierce, Ambrose, 1842-1914?","Wit and humor; Fables, American",PS,
375,Text,1995-12-01,An Occurrence at Owl Creek Bridge,en,"Bierce, Ambrose, 1842-1914?","Short stories; United States -- History -- Civil War, 1861-1865 -- Fiction; Prisoners -- Fiction",PS,Horror; US Civil War
376,Text,2006-01-16,"A Journal of the Plague Year
Being Observations or Memorials of the Most Remarkable Occurrences, as Well Public as Private, Which Happened in London During the Last Great Visitation in 1665. Written by a Citizen Who Continued All the While in London",en,"Defoe, Daniel, 1661?-1731","Historical fiction; Great Fire, London, England, 1666 -- Fiction; Plague -- Fiction; London (England) -- History -- 17th century -- Fiction",PR,
377,Text,2008-07-09,Kansas Women in Literature,en,"Barker, Nettie Garmer","Women authors, American -- Homes and haunts -- Kansas; Women -- Kansas -- Intellectual life; Kansas -- Biography; Women and literature -- Kansas; Kansas -- In literature",PS,
378,Text,1995-12-01,The White Knight: Tirant Lo Blanc,en,"Galba, Martí Joan de, -1490; Martorell, Joanot, -1468; Rudder, Robert S. [Translator]",Knights and knighthood -- Fiction; Adventure and adventurers -- Fiction; Adventure stories,PC,
379,Text,1995-12-01,Worldly Ways & Byways,en,"Gregory, Eliot, 1854-1915",American essays -- 19th century,PS,
380,Text,1995-12-01,Weir of Hermiston: An Unfinished Romance,en,"Stevenson, Robert Louis, 1850-1894",Fathers and sons -- Fiction; Domestic fiction; Young men -- Fiction; Country life -- Fiction; Scotland -- Fiction; Judges -- Fiction,PR,
381,Text,1995-12-01,Memories and Portraits,en,"Stevenson, Robert Louis, 1850-1894","Stevenson, Robert Louis, 1850-1894; Authors, Scottish -- 19th century -- Biography; Scotland -- Social life and customs -- 19th century",PR,
382,Text,1995-12-01,Edinburgh: Picturesque Notes,en,"Stevenson, Robert Louis, 1850-1894",Edinburgh (Scotland) -- Description and travel,DA,United Kingdom
383,Text,1995-12-01,"She Stoops to Conquer; Or, The Mistakes of a Night: A Comedy",en,"Goldsmith, Oliver, 1730?-1774",Comedies,PR,Harvard Classics
384,Text,1996-01-01,The Lost Prince,en,"Burnett, Frances Hodgson, 1849-1924",People with disabilities -- Fiction; Fathers and sons -- Fiction; Princes -- Fiction; Refugees -- Fiction,PZ; PS,Children's Literature
385,Text,1996-01-01,"The Redheaded Outfield, and Other Baseball Stories",en,"Grey, Zane, 1872-1939","Fiction; Short stories; Baseball stories, American",PS,Western
386,Text,1996-01-01,"Virginibus Puerisque, and Other Papers",en,"Stevenson, Robert Louis, 1850-1894",Essays,PR,
387,Text,1996-01-01,"Vailima Letters
Being Correspondence Addressed by Robert Louis Stevenson to Sidney Colvin, November 1890-October 1894",en,"Stevenson, Robert Louis, 1850-1894","Stevenson, Robert Louis, 1850-1894 -- Correspondence; Authors, Scottish -- 19th century -- Correspondence; Stevenson, Robert Louis, 1850-1894 -- Travel -- Samoan Islands; Colvin, Sidney, 1845-1927 -- Correspondence",PR,
388,Text,2004-10-19,The Crossing,en,"Churchill, Winston, 1871-1947","Historical fiction; Frontier and pioneer life -- Fiction; Louisiana -- Fiction; Northwest, Old -- History -- Revolution, 1775-1783 -- Fiction; Kentucky -- Fiction; Clark, George Rogers, 1752-1818 -- Fiction",PS,"Bestsellers, American, 1895-1923"
389,Text,1996-01-01,The Great God Pan,en,"Machen, Arthur, 1863-1947",Horror tales; Paranormal fiction,PR,Horror
390,Text,1996-01-01,A Lute of Jade : Selections from the Classical Poets of China,en,"Cranmer-Byng, L. (Launcelot), 1872-1945",Chinese poetry -- Translations into English,PL,
391,Text,1996-01-01,The Song of Roland,en,"Scott-Moncrieff, C. K. (Charles Kenneth), 1889-1930 [Translator]","Roland (Legendary character) -- Romances; Epic poetry, French -- Translations into English",PQ,
392,Text,1996-01-01,Jerusalem Delivered,en,"Tasso, Torquato, 1544-1595; Fairfax, Edward, -1635 [Translator]","Godfrey, of Bouillon, approximately 1060-1100 -- Poetry; Epic poetry, Italian -- Translations into English; Crusades -- First, 1096-1099 -- Poetry; Jerusalem -- History -- Latin Kingdom, 1099-1244 -- Poetry",PQ,Opera; Banned Books from Anne Haight's list
393,Text,1996-01-01,The Blue Lagoon: A Romance,en,"Stacpoole, H. De Vere (Henry De Vere), 1863-1951",Islands -- Fiction; Love stories; Bildungsromans; Cousins -- Fiction; Adventure stories; Shipwrecks -- Fiction; Castaways -- Fiction,PR,
394,Text,1996-01-01,Cranford,en,"Gaskell, Elizabeth Cleghorn, 1810-1865; Brock, C. E. (Charles Edmund), 1870-1938 [Illustrator]",England -- Fiction; Sisters -- Fiction; Pastoral fiction; Villages -- Fiction; Older women -- Fiction; Female friendship -- Fiction,PR,
395,Text,1996-01-01,"The Holy War, Made by King Shaddai Upon Diabolus, for the Regaining of the Metropolis of the World; Or, The Losing and Taking Again of the Town of Mansoul",en,"Bunyan, John, 1628-1688",Soul; Christian fiction; Spiritual warfare -- Fiction,PR,
396,Text,1996-01-01,"The Lady, or the Tiger?",en,"Stockton, Frank Richard, 1834-1902",Short stories; Choice -- Fiction,PS,
397,Text,1996-01-01,"L'Allegro, Il Penseroso, Comus, and Lycidas",en,"Milton, John, 1608-1674",Cheerfulness -- Poetry; Melancholy -- Poetry; Didactic poetry,PR,
398,Text,1996-01-01,The First Book of Adam and Eve,en,"Platt, Rutherford Hayes, 1894-1975",Apocryphal books (Old Testament); Adam (Biblical figure); Eve (Biblical figure),BS,Christianity
399,Text,2006-01-16,Cast Upon the Breakers,en,"Alger, Horatio, Jr., 1832-1899",Orphans -- Juvenile fiction; Conduct of life -- Juvenile fiction; Friendship -- Juvenile fiction; Poverty -- Juvenile fiction; New York (N.Y.) -- History -- 1865-1898 -- Juvenile fiction,PZ; PS,Children's Fiction
400,Text,1996-01-01,"Helen of Troy, and Other Poems",en,"Teasdale, Sara, 1884-1933","Mythology, Greek -- Poetry; Lyric poetry; Helen, of Troy, Queen of Sparta -- Poetry",PS,
401,Text,1996-01-01,Blix,en,"Norris, Frank, 1870-1902",Courtship -- Fiction; Rich people -- Fiction; Manners and customs -- Fiction; Man-woman relationships -- Fiction; California -- Fiction; Journalists -- Fiction; San Francisco (Calif.) -- Fiction,PS,
402,Text,2006-03-15,Penrod,en,"Tarkington, Booth, 1869-1946",Humorous stories; Bildungsromans; Boys -- Fiction; Middle West -- Fiction,PS,"Best Books Ever Listings; Bestsellers, American, 1895-1923"
403,Text,1996-01-01,Soldiers of Fortune,en,"Davis, Richard Harding, 1864-1916",Love stories; Political fiction; Triangles (Interpersonal relations) -- Fiction; Adventure stories; South America -- Fiction; Revolutions -- Fiction; Soldiers of fortune -- Fiction; Mines and mineral resources -- Fiction; Americans -- South America -- Fiction; Mining engineers -- Fiction,PS,"Bestsellers, American, 1895-1923"
404,Text,1996-01-01,Industrial Biography: Iron Workers and Tool Makers,en,"Smiles, Samuel, 1812-1904",Industrial arts -- Biography; Iron industry and trade -- Great Britain -- Biography,T,
405,Text,1996-01-01,Adventures and Letters of Richard Harding Davis,en,"Davis, Richard Harding, 1864-1916; Davis, Charles Belmont, 1866-1926 [Editor]","Davis, Richard Harding, 1864-1916; Authors, American -- 19th century -- Correspondence; Authors, American -- 19th century -- Biography; Foreign correspondents -- United States -- Biography; Davis, Richard Harding, 1864-1916 -- Correspondence",PS,"Bestsellers, American, 1895-1923"
406,Text,1996-01-01,Appreciations of Richard Harding Davis,en,Various,"Authors, American -- 20th century -- Biography; Davis, Richard Harding, 1864-1916; Authors, American -- 19th century -- Biography",PS,
407,Text,1996-01-01,The Reporter Who Made Himself King,en,"Davis, Richard Harding, 1864-1916",Short stories; Journalists -- 19th century -- Fiction,PS,
408,Text,1996-01-01,The Souls of Black Folk,en,"Du Bois, W. E. B. (William Edward Burghardt), 1868-1963",African Americans,E151,African American Writers
409,Text,1996-01-01,"Poems on various subjects, religious and moral",en,"Wheatley, Phillis, 1753-1784",American poetry -- African American authors; American poetry,PS,African American Writers
410,Text,1996-01-01,Hell Fer Sartain and Other Stories,en,"Fox, John, Jr., 1862-1919",Short stories; Mountain life -- Fiction; Cumberland Mountains -- Fiction; Kentucky -- Social life and customs -- Fiction,PS,
411,Text,1996-01-01,The King's Jackal,en,"Davis, Richard Harding, 1864-1916",Kings and rulers -- Fiction,PS,
412,Text,1996-01-01,John Jacob Astor,en,"Hubbard, Elbert, 1856-1915","Astor, John Jacob, 1763-1848; Businessmen -- United States -- Biography",CT,Biographies
413,Text,1996-01-01,Ballads,en,"Stevenson, Robert Louis, 1850-1894",Poetry; Ballads,PR,
414,Text,1996-01-01,The Pageant of Summer,en,"Jefferies, Richard, 1848-1887",Nature study,QH,
415,Text,1996-01-01,"The Bible in Spain
Or, the Journeys, Adventures, and Imprisonments of an Englishman, in an Attempt to Circulate the Scriptures in the Peninsula",en,"Borrow, George, 1803-1881","Spain -- Description and travel; Borrow, George, 1803-1881 -- Travel -- Spain; Spain -- History -- 19th century",DP; PR,
416,Text,1996-02-01,"Winesburg, Ohio: A Group of Tales of Ohio Small Town Life",en,"Anderson, Sherwood, 1876-1941",City and town life -- Fiction; Pastoral fiction; Ohio -- Social life and customs -- Fiction,PS,
417,Text,1996-02-01,"Dr. Martin Luther's Deutsche Geistliche Lieder
The Hymns of Martin Luther Set to Their Original Melodies, With an English Version",de; en,"Luther, Martin, 1483-1546; Allen, Nathan H. (Nathan Hale), 1848-1925 [Editor]; Bacon, Leonard Woolsey, 1830-1907 [Editor]","Hymns, German; Lutheran Church -- Hymns",BX,Christianity
418,Text,1996-02-01,A Treatise on Good Works,en,"Luther, Martin, 1483-1546; Reu, Johann Michael, 1869-1943 [Translator]",Lutheran Church -- Doctrines; Good works (Theology),BR,Christianity
419,Text,1996-02-01,The Magic of Oz,en,"Baum, L. Frank (Lyman Frank), 1856-1919","Oz (Imaginary place) -- Juvenile fiction; Fantasy literature; Islands -- Juvenile fiction; Friendship -- Juvenile fiction; Revenge -- Juvenile fiction; Birthdays -- Juvenile fiction; Rescues -- Juvenile fiction; Magic -- Juvenile fiction; Cats -- Juvenile fiction; Princesses -- Juvenile fiction; Kings and rulers -- Juvenile fiction; Courage -- Juvenile fiction; Animals, Mythical -- Juvenile fiction; Gale, Dorothy (Fictitious character) -- Juvenile fiction; Princess Ozma (Fictitious character) -- Juvenile fiction; Cowardly Lion (Fictitious character) -- Juvenile fiction; Wizard of Oz (Fictitious character) -- Juvenile fiction",PZ,Children's Literature; Fantasy
420,Text,1996-02-01,Dorothy and the Wizard in Oz,en,"Baum, L. Frank (Lyman Frank), 1856-1919","Oz (Imaginary place) -- Juvenile fiction; Fantasy literature; Friendship -- Juvenile fiction; Dragons -- Juvenile fiction; Cousins -- Juvenile fiction; Mountains -- Juvenile fiction; Magic -- Juvenile fiction; Cats -- Juvenile fiction; Ranches -- Juvenile fiction; Earthquakes -- Juvenile fiction; Kittens -- Juvenile fiction; Nephews -- Juvenile fiction; Trials -- Juvenile fiction; Gale, Dorothy (Fictitious character) -- Juvenile fiction; Wizard of Oz (Fictitious character) -- Juvenile fiction; Piglets -- Juvenile fiction",PZ,Children's Literature; Fantasy
421,Text,2006-01-16,Kidnapped,en,"Stevenson, Robert Louis, 1850-1894",Historical fiction; Scotland -- History -- 18th century -- Fiction; Adventure and adventurers -- Fiction; Kidnapping -- Fiction,PR,Children's Literature; Adventure; Historical Fiction; Best Books Ever Listings; Movie Books
422,Text,1996-02-01,The Romany Rye,en,"Borrow, George, 1803-1881",England -- Fiction; Adventure stories; Romanies -- Fiction,PR,
423,Text,1996-02-01,Round the Red Lamp: Being Facts and Fancies of Medical Life,en,"Doyle, Arthur Conan, 1859-1930",Physicians -- Fiction; Medical fiction,PR,
424,Text,1996-02-01,"General William Booth Enters into Heaven, and Other Poems",en,"Lindsay, Vachel, 1879-1931","Booth, William, 1829-1912; American poetry; Pastoral poetry; Didactic poetry; Fantasy poetry",PS,
425,Text,1996-02-01,Familiar Studies of Men and Books,en,"Stevenson, Robert Louis, 1850-1894","Literature -- History and criticism; Knox, John, approximately 1514-1572; Thoreau, Henry David, 1817-1862; Burns, Robert, 1759-1796; Whitman, Walt, 1819-1892; Hugo, Victor, 1802-1885; Villon, François, 1431-1463; Pepys, Samuel, 1633-1703; Yoshida, Shoin, 1830-1859",PN; PR,
426,Text,1996-02-01,Tales and Fantasies,en,"Stevenson, Robert Louis, 1850-1894",Fiction,PR,
427,Text,1996-02-01,The Great War Syndicate,en,"Stockton, Frank Richard, 1834-1902",Science fiction,PS,
428,Text,1996-02-01,Frivolous Cupid,en,"Hope, Anthony, 1863-1933","Man-woman relationships -- Fiction; Short stories, English",PR,
429,Text,1996-02-01,"The Magic Egg, and Other Stories",en,"Stockton, Frank Richard, 1834-1902",Short stories; United States -- Social life and customs -- 19th century -- Fiction,PS,
430,Text,2004-12-15,The Grain of Dust: A Novel,en,"Phillips, David Graham, 1867-1911; Wenzell, A. B. (Albert Beck), 1864-1917 [Illustrator]",Love stories; Man-woman relationships -- Fiction,PS,
431,Text,1996-02-01,The Fortune Hunter,en,"Phillips, David Graham, 1867-1911",Man-woman relationships -- Fiction; Mystery fiction,PS,
432,Text,1996-02-01,The Ambassadors,en,"James, Henry, 1843-1916",Psychological fiction; Young men -- Fiction; Paris (France) -- Fiction; Man-woman relationships -- Fiction; Americans -- France -- Fiction,PS,
433,Text,1996-02-01,The Conflict,en,"Phillips, David Graham, 1867-1911",Political fiction; Man-woman relationships -- Fiction; Social classes -- United States -- Fiction; Women -- Social conditions -- Fiction,PS,
434,Text,1996-02-01,The Circular Staircase,en,"Rinehart, Mary Roberts, 1876-1958",Country homes -- Fiction; Murder -- Investigation -- Fiction; Mystery fiction; Middle-aged women -- Fiction,PS,Detective Fiction
435,Text,1996-02-01,"Miracle Mongers and Their Methods
A Complete Exposé of the Modus Operandi of Fire Eaters, Heat Resisters, Poison Eaters, Venomous Reptile Defiers, Sword Swallowers, Human Ostriches, Strong Men, Etc.",en,"Houdini, Harry, 1874-1926",Magic tricks -- History; Magicians -- Biography,GV,
436,Text,1996-02-01,"The Master Key
An Electrical Fairy Tale Founded Upon the Mysteries of Electricity",en,"Baum, L. Frank (Lyman Frank), 1856-1919",Fantasy literature; Conduct of life -- Juvenile fiction; Adventure stories; Pirates -- Juvenile fiction; Voyages and travels -- Juvenile fiction; Youth -- Conduct of life -- Juvenile fiction; Thieves -- Juvenile fiction; Parent and child -- Juvenile fiction; Electricity -- Juvenile fiction; War -- Juvenile fiction; Physical sciences -- Juvenile fiction,PZ,Children's Literature; Fantasy
437,Text,1996-02-01,The Life of Lazarillo of Tormes: His Fortunes and Misfortunes as Told by Himself,en,"Anonymous; Luna, Juan de, 1585?- [Contributor]; Rudder, Robert S. [Translator]","Spain -- Social conditions -- 16th century -- Fiction; Picaresque literature, Spanish; Spanish fiction -- Translations into English",PQ,
438,Text,1996-02-01,Underwoods,en,"Stevenson, Robert Louis, 1850-1894",Poetry,PR,
439,Text,1996-02-01,The Vital Message,en,"Doyle, Arthur Conan, 1859-1930",Spiritualism,BF,
440,Text,1996-02-01,Just David,en,"Porter, Eleanor H. (Eleanor Hodgman), 1868-1920",Orphans -- Juvenile fiction; Mountain life -- Juvenile fiction; Boys -- Juvenile fiction; United States -- Juvenile fiction; Violinists -- Juvenile fiction; Adoption -- Juvenile fiction; Identity (Philosophical concept) -- Juvenile fiction,PZ; PS,"Bestsellers, American, 1895-1923"
